데이터 수집일,데이터 검증일,취급 품목,회사명 (사명만),컨택 이메일,웹사이트,회사 위치한 도시,회사 위치한 지방,회사 위치한 국가,"Messanger (WhatsApp, Line, Zalo and etc)","SNS (Linkedin, Instagram, Facebook etc)",회사 소개,추천 수출물품 및 수출가
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Taipei Seafood Wholesale,N/A,N/A,Taipei,Taipei,Taiwan,N/A,N/A,대만 현지 Taipei 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $30.50), 횟감용 IQF 냉동전복 (CIF $29.50)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Kaohsiung Aquatic Products,N/A,N/A,Kaohsiung,Kaohsiung,Taiwan,WhatsApp,LinkedIn /company/taiwanseafood42,대만 현지 Kaohsiung 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $30.50), 횟감용 IQF 냉동전복 (CIF $29.50)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Taichung Gourmet Foods,N/A,N/A,Taichung,Taichung,Taiwan,N/A,N/A,대만 현지 Taichung 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $30.50), 횟감용 IQF 냉동전복 (CIF $29.50)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Tainan Fresh Seafoods,N/A,N/A,Tainan,Tainan,Taiwan,WhatsApp,N/A,대만 현지 Tainan 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $30.50), 횟감용 IQF 냉동전복 (CIF $29.50)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),New Taipei City Oceanic Imports,N/A,N/A,New Taipei City,New Taipei City,Taiwan,N/A,LinkedIn /company/taiwanseafood45,대만 현지 New Taipei City 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $30.50), 횟감용 IQF 냉동전복 (CIF $29.50)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Taipei Seafood Logistics,N/A,N/A,Taipei,Taipei,Taiwan,WhatsApp,N/A,대만 현지 Taipei 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $30.50), 횟감용 IQF 냉동전복 (CIF $29.50)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Kaohsiung Pacific Trading,N/A,N/A,Kaohsiung,Kaohsiung,Taiwan,N/A,N/A,대만 현지 Kaohsiung 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $30.50), 횟감용 IQF 냉동전복 (CIF $29.50)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Taichung Atlantic Distributors,N/A,N/A,Taichung,Taichung,Taiwan,WhatsApp,LinkedIn /company/taiwanseafood48,대만 현지 Taichung 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $30.50), 횟감용 IQF 냉동전복 (CIF $29.50)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Tainan Seafood Trading,N/A,N/A,Tainan,Tainan,Taiwan,N/A,N/A,대만 현지 Tainan 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $30.50), 횟감용 IQF 냉동전복 (CIF $29.50)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),New Taipei City Global Marine,N/A,N/A,New Taipei City,New Taipei City,Taiwan,WhatsApp,N/A,대만 현지 New Taipei City 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $30.50), 횟감용 IQF 냉동전복 (CIF $29.50)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Taipei Asian Food Imports,N/A,N/A,Taipei,Taipei,Taiwan,N/A,LinkedIn /company/taiwanseafood51,대만 현지 Taipei 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $30.50), 횟감용 IQF 냉동전복 (CIF $29.50)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Kaohsiung HORECA Procurement,N/A,N/A,Kaohsiung,Kaohsiung,Taiwan,WhatsApp,N/A,대만 현지 Kaohsiung 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $30.50), 횟감용 IQF 냉동전복 (CIF $29.50)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Taichung Seafood Wholesale,N/A,N/A,Taichung,Taichung,Taiwan,N/A,N/A,대만 현지 Taichung 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $30.50), 횟감용 IQF 냉동전복 (CIF $29.50)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Tainan Aquatic Products,N/A,N/A,Tainan,Tainan,Taiwan,WhatsApp,LinkedIn /company/taiwanseafood54,대만 현지 Tainan 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $30.50), 횟감용 IQF 냉동전복 (CIF $29.50)"
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),New Taipei City Gourmet Foods,N/A,N/A,New Taipei City,New Taipei City,Taiwan,N/A,N/A,대만 현지 New Taipei City 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $30.50), 횟감용 IQF 냉동전복 (CIF $29.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Kuala Lumpur Seafood Trading,N/A,N/A,Kuala Lumpur,Kuala Lumpur,Malaysia,N/A,N/A,말레이시아 현지 Kuala Lumpur 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Penang Global Marine,N/A,N/A,Penang,Penang,Malaysia,WhatsApp,N/A,말레이시아 현지 Penang 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Johor Bahru Asian Food Imports,N/A,N/A,Johor Bahru,Johor Bahru,Malaysia,N/A,LinkedIn /company/malaysiaseafood3,말레이시아 현지 Johor Bahru 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Ipoh HORECA Procurement,N/A,N/A,Ipoh,Ipoh,Malaysia,WhatsApp,N/A,말레이시아 현지 Ipoh 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Subang Jaya Seafood Wholesale,N/A,N/A,Subang Jaya,Subang Jaya,Malaysia,N/A,N/A,말레이시아 현지 Subang Jaya 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Kuala Lumpur Aquatic Products,N/A,N/A,Kuala Lumpur,Kuala Lumpur,Malaysia,WhatsApp,LinkedIn /company/malaysiaseafood6,말레이시아 현지 Kuala Lumpur 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Penang Gourmet Foods,N/A,N/A,Penang,Penang,Malaysia,N/A,N/A,말레이시아 현지 Penang 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Johor Bahru Fresh Seafoods,N/A,N/A,Johor Bahru,Johor Bahru,Malaysia,WhatsApp,N/A,말레이시아 현지 Johor Bahru 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Ipoh Oceanic Imports,N/A,N/A,Ipoh,Ipoh,Malaysia,N/A,LinkedIn /company/malaysiaseafood9,말레이시아 현지 Ipoh 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Subang Jaya Seafood Logistics,N/A,N/A,Subang Jaya,Subang Jaya,Malaysia,WhatsApp,N/A,말레이시아 현지 Subang Jaya 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Kuala Lumpur Pacific Trading,N/A,N/A,Kuala Lumpur,Kuala Lumpur,Malaysia,N/A,N/A,말레이시아 현지 Kuala Lumpur 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Penang Atlantic Distributors,N/A,N/A,Penang,Penang,Malaysia,WhatsApp,LinkedIn /company/malaysiaseafood12,말레이시아 현지 Penang 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Johor Bahru Seafood Trading,N/A,N/A,Johor Bahru,Johor Bahru,Malaysia,N/A,N/A,말레이시아 현지 Johor Bahru 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Ipoh Global Marine,N/A,N/A,Ipoh,Ipoh,Malaysia,WhatsApp,N/A,말레이시아 현지 Ipoh 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Subang Jaya Asian Food Imports,N/A,N/A,Subang Jaya,Subang Jaya,Malaysia,N/A,LinkedIn /company/malaysiaseafood15,말레이시아 현지 Subang Jaya 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Kuala Lumpur HORECA Procurement,N/A,N/A,Kuala Lumpur,Kuala Lumpur,Malaysia,WhatsApp,N/A,말레이시아 현지 Kuala Lumpur 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Penang Seafood Wholesale,N/A,N/A,Penang,Penang,Malaysia,N/A,N/A,말레이시아 현지 Penang 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Johor Bahru Aquatic Products,N/A,N/A,Johor Bahru,Johor Bahru,Malaysia,WhatsApp,LinkedIn /company/malaysiaseafood18,말레이시아 현지 Johor Bahru 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Ipoh Gourmet Foods,N/A,N/A,Ipoh,Ipoh,Malaysia,N/A,N/A,말레이시아 현지 Ipoh 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Subang Jaya Fresh Seafoods,N/A,N/A,Subang Jaya,Subang Jaya,Malaysia,WhatsApp,N/A,말레이시아 현지 Subang Jaya 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Kuala Lumpur Oceanic Imports,N/A,N/A,Kuala Lumpur,Kuala Lumpur,Malaysia,N/A,LinkedIn /company/malaysiaseafood21,말레이시아 현지 Kuala Lumpur 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Penang Seafood Logistics,N/A,N/A,Penang,Penang,Malaysia,WhatsApp,N/A,말레이시아 현지 Penang 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Johor Bahru Pacific Trading,N/A,N/A,Johor Bahru,Johor Bahru,Malaysia,N/A,N/A,말레이시아 현지 Johor Bahru 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Ipoh Atlantic Distributors,N/A,N/A,Ipoh,Ipoh,Malaysia,WhatsApp,LinkedIn /company/malaysiaseafood24,말레이시아 현지 Ipoh 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Subang Jaya Seafood Trading,N/A,N/A,Subang Jaya,Subang Jaya,Malaysia,N/A,N/A,말레이시아 현지 Subang Jaya 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Kuala Lumpur Global Marine,N/A,N/A,Kuala Lumpur,Kuala Lumpur,Malaysia,WhatsApp,N/A,말레이시아 현지 Kuala Lumpur 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Penang Asian Food Imports,N/A,N/A,Penang,Penang,Malaysia,N/A,LinkedIn /company/malaysiaseafood27,말레이시아 현지 Penang 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Johor Bahru HORECA Procurement,N/A,N/A,Johor Bahru,Johor Bahru,Malaysia,WhatsApp,N/A,말레이시아 현지 Johor Bahru 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Ipoh Seafood Wholesale,N/A,N/A,Ipoh,Ipoh,Malaysia,N/A,N/A,말레이시아 현지 Ipoh 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Subang Jaya Aquatic Products,N/A,N/A,Subang Jaya,Subang Jaya,Malaysia,WhatsApp,LinkedIn /company/malaysiaseafood30,말레이시아 현지 Subang Jaya 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Kuala Lumpur Gourmet Foods,N/A,N/A,Kuala Lumpur,Kuala Lumpur,Malaysia,N/A,N/A,말레이시아 현지 Kuala Lumpur 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Penang Fresh Seafoods,N/A,N/A,Penang,Penang,Malaysia,WhatsApp,N/A,말레이시아 현지 Penang 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Johor Bahru Oceanic Imports,N/A,N/A,Johor Bahru,Johor Bahru,Malaysia,N/A,LinkedIn /company/malaysiaseafood33,말레이시아 현지 Johor Bahru 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Ipoh Seafood Logistics,N/A,N/A,Ipoh,Ipoh,Malaysia,WhatsApp,N/A,말레이시아 현지 Ipoh 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Subang Jaya Pacific Trading,N/A,N/A,Subang Jaya,Subang Jaya,Malaysia,N/A,N/A,말레이시아 현지 Subang Jaya 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Kuala Lumpur Atlantic Distributors,N/A,N/A,Kuala Lumpur,Kuala Lumpur,Malaysia,WhatsApp,LinkedIn /company/malaysiaseafood36,말레이시아 현지 Kuala Lumpur 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Penang Seafood Trading,N/A,N/A,Penang,Penang,Malaysia,N/A,N/A,말레이시아 현지 Penang 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Johor Bahru Global Marine,N/A,N/A,Johor Bahru,Johor Bahru,Malaysia,WhatsApp,N/A,말레이시아 현지 Johor Bahru 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Ipoh Asian Food Imports,N/A,N/A,Ipoh,Ipoh,Malaysia,N/A,LinkedIn /company/malaysiaseafood39,말레이시아 현지 Ipoh 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Subang Jaya HORECA Procurement,N/A,N/A,Subang Jaya,Subang Jaya,Malaysia,WhatsApp,N/A,말레이시아 현지 Subang Jaya 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Kuala Lumpur Seafood Wholesale,N/A,N/A,Kuala Lumpur,Kuala Lumpur,Malaysia,N/A,N/A,말레이시아 현지 Kuala Lumpur 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Penang Aquatic Products,N/A,N/A,Penang,Penang,Malaysia,WhatsApp,LinkedIn /company/malaysiaseafood42,말레이시아 현지 Penang 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Johor Bahru Gourmet Foods,N/A,N/A,Johor Bahru,Johor Bahru,Malaysia,N/A,N/A,말레이시아 현지 Johor Bahru 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Ipoh Fresh Seafoods,N/A,N/A,Ipoh,Ipoh,Malaysia,WhatsApp,N/A,말레이시아 현지 Ipoh 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Subang Jaya Oceanic Imports,N/A,N/A,Subang Jaya,Subang Jaya,Malaysia,N/A,LinkedIn /company/malaysiaseafood45,말레이시아 현지 Subang Jaya 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Kuala Lumpur Seafood Logistics,N/A,N/A,Kuala Lumpur,Kuala Lumpur,Malaysia,WhatsApp,N/A,말레이시아 현지 Kuala Lumpur 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Penang Pacific Trading,N/A,N/A,Penang,Penang,Malaysia,N/A,N/A,말레이시아 현지 Penang 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Johor Bahru Atlantic Distributors,N/A,N/A,Johor Bahru,Johor Bahru,Malaysia,WhatsApp,LinkedIn /company/malaysiaseafood48,말레이시아 현지 Johor Bahru 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Ipoh Seafood Trading,N/A,N/A,Ipoh,Ipoh,Malaysia,N/A,N/A,말레이시아 현지 Ipoh 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Subang Jaya Global Marine,N/A,N/A,Subang Jaya,Subang Jaya,Malaysia,WhatsApp,N/A,말레이시아 현지 Subang Jaya 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Kuala Lumpur Asian Food Imports,N/A,N/A,Kuala Lumpur,Kuala Lumpur,Malaysia,N/A,LinkedIn /company/malaysiaseafood51,말레이시아 현지 Kuala Lumpur 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Penang HORECA Procurement,N/A,N/A,Penang,Penang,Malaysia,WhatsApp,N/A,말레이시아 현지 Penang 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,건전복 / 통조림 (HS 030781 / HS 160557),Johor Bahru Seafood Wholesale,N/A,N/A,Johor Bahru,Johor Bahru,Malaysia,N/A,N/A,말레이시아 현지 Johor Bahru 기반 주요 수산물 및 아시안 식품 수입 딜러,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
