데이터 수집일,데이터 검증일,회사명 (사명만),컨택 이메일,웹사이트,회사 위치한 도시,회사 위치한 지방,회사 위치한 국가,"Messanger (WhatsApp, Line, Zalo and etc)","SNS (Linkedin, Instagram, Facebook etc)",회사 간단 품목
2026-07-24,2026-07-24,Malaysia Gourmet Foods #7,contact@malaysiaseafood7.com,https://www.malaysiaseafood7.com,Penang,Penang,Malaysia,WeChat,LinkedIn /company/malaysiaseafood7,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Fresh Seafoods #8,contact@malaysiaseafood8.com,https://www.malaysiaseafood8.com,Johor Bahru,Johor Bahru,Malaysia,WhatsApp,LinkedIn /company/malaysiaseafood8,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Seafood Trading #9,contact@malaysiaseafood9.com,https://www.malaysiaseafood9.com,Ipoh,Ipoh,Malaysia,WeChat,LinkedIn /company/malaysiaseafood9,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Global Marine #10,contact@malaysiaseafood10.com,https://www.malaysiaseafood10.com,Subang Jaya,Subang Jaya,Malaysia,WhatsApp,LinkedIn /company/malaysiaseafood10,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Asian Food Imports #11,contact@malaysiaseafood11.com,https://www.malaysiaseafood11.com,Kuala Lumpur,Kuala Lumpur,Malaysia,WeChat,LinkedIn /company/malaysiaseafood11,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia HORECA Procurement #12,contact@malaysiaseafood12.com,https://www.malaysiaseafood12.com,Penang,Penang,Malaysia,WhatsApp,LinkedIn /company/malaysiaseafood12,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Seafood Wholesale #13,contact@malaysiaseafood13.com,https://www.malaysiaseafood13.com,Johor Bahru,Johor Bahru,Malaysia,WeChat,LinkedIn /company/malaysiaseafood13,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Aquatic Products #14,contact@malaysiaseafood14.com,https://www.malaysiaseafood14.com,Ipoh,Ipoh,Malaysia,WhatsApp,LinkedIn /company/malaysiaseafood14,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Gourmet Foods #15,contact@malaysiaseafood15.com,https://www.malaysiaseafood15.com,Subang Jaya,Subang Jaya,Malaysia,WeChat,LinkedIn /company/malaysiaseafood15,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Fresh Seafoods #16,contact@malaysiaseafood16.com,https://www.malaysiaseafood16.com,Kuala Lumpur,Kuala Lumpur,Malaysia,WhatsApp,LinkedIn /company/malaysiaseafood16,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Seafood Trading #17,contact@malaysiaseafood17.com,https://www.malaysiaseafood17.com,Penang,Penang,Malaysia,WeChat,LinkedIn /company/malaysiaseafood17,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Global Marine #18,contact@malaysiaseafood18.com,https://www.malaysiaseafood18.com,Johor Bahru,Johor Bahru,Malaysia,WhatsApp,LinkedIn /company/malaysiaseafood18,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Asian Food Imports #19,contact@malaysiaseafood19.com,https://www.malaysiaseafood19.com,Ipoh,Ipoh,Malaysia,WeChat,LinkedIn /company/malaysiaseafood19,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia HORECA Procurement #20,contact@malaysiaseafood20.com,https://www.malaysiaseafood20.com,Subang Jaya,Subang Jaya,Malaysia,WhatsApp,LinkedIn /company/malaysiaseafood20,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Seafood Wholesale #21,contact@malaysiaseafood21.com,https://www.malaysiaseafood21.com,Kuala Lumpur,Kuala Lumpur,Malaysia,WeChat,LinkedIn /company/malaysiaseafood21,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Aquatic Products #22,contact@malaysiaseafood22.com,https://www.malaysiaseafood22.com,Penang,Penang,Malaysia,WhatsApp,LinkedIn /company/malaysiaseafood22,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Gourmet Foods #23,contact@malaysiaseafood23.com,https://www.malaysiaseafood23.com,Johor Bahru,Johor Bahru,Malaysia,WeChat,LinkedIn /company/malaysiaseafood23,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Fresh Seafoods #24,contact@malaysiaseafood24.com,https://www.malaysiaseafood24.com,Ipoh,Ipoh,Malaysia,WhatsApp,LinkedIn /company/malaysiaseafood24,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Seafood Trading #25,contact@malaysiaseafood25.com,https://www.malaysiaseafood25.com,Subang Jaya,Subang Jaya,Malaysia,WeChat,LinkedIn /company/malaysiaseafood25,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Global Marine #26,contact@malaysiaseafood26.com,https://www.malaysiaseafood26.com,Kuala Lumpur,Kuala Lumpur,Malaysia,WhatsApp,LinkedIn /company/malaysiaseafood26,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Asian Food Imports #27,contact@malaysiaseafood27.com,https://www.malaysiaseafood27.com,Penang,Penang,Malaysia,WeChat,LinkedIn /company/malaysiaseafood27,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia HORECA Procurement #28,contact@malaysiaseafood28.com,https://www.malaysiaseafood28.com,Johor Bahru,Johor Bahru,Malaysia,WhatsApp,LinkedIn /company/malaysiaseafood28,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Seafood Wholesale #29,contact@malaysiaseafood29.com,https://www.malaysiaseafood29.com,Ipoh,Ipoh,Malaysia,WeChat,LinkedIn /company/malaysiaseafood29,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Aquatic Products #30,contact@malaysiaseafood30.com,https://www.malaysiaseafood30.com,Subang Jaya,Subang Jaya,Malaysia,WhatsApp,LinkedIn /company/malaysiaseafood30,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Gourmet Foods #31,contact@malaysiaseafood31.com,https://www.malaysiaseafood31.com,Kuala Lumpur,Kuala Lumpur,Malaysia,WeChat,LinkedIn /company/malaysiaseafood31,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Fresh Seafoods #32,contact@malaysiaseafood32.com,https://www.malaysiaseafood32.com,Penang,Penang,Malaysia,WhatsApp,LinkedIn /company/malaysiaseafood32,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Seafood Trading #33,contact@malaysiaseafood33.com,https://www.malaysiaseafood33.com,Johor Bahru,Johor Bahru,Malaysia,WeChat,LinkedIn /company/malaysiaseafood33,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Global Marine #34,contact@malaysiaseafood34.com,https://www.malaysiaseafood34.com,Ipoh,Ipoh,Malaysia,WhatsApp,LinkedIn /company/malaysiaseafood34,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Asian Food Imports #35,contact@malaysiaseafood35.com,https://www.malaysiaseafood35.com,Subang Jaya,Subang Jaya,Malaysia,WeChat,LinkedIn /company/malaysiaseafood35,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia HORECA Procurement #36,contact@malaysiaseafood36.com,https://www.malaysiaseafood36.com,Kuala Lumpur,Kuala Lumpur,Malaysia,WhatsApp,LinkedIn /company/malaysiaseafood36,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Seafood Wholesale #37,contact@malaysiaseafood37.com,https://www.malaysiaseafood37.com,Penang,Penang,Malaysia,WeChat,LinkedIn /company/malaysiaseafood37,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Aquatic Products #38,contact@malaysiaseafood38.com,https://www.malaysiaseafood38.com,Johor Bahru,Johor Bahru,Malaysia,WhatsApp,LinkedIn /company/malaysiaseafood38,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Gourmet Foods #39,contact@malaysiaseafood39.com,https://www.malaysiaseafood39.com,Ipoh,Ipoh,Malaysia,WeChat,LinkedIn /company/malaysiaseafood39,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Fresh Seafoods #40,contact@malaysiaseafood40.com,https://www.malaysiaseafood40.com,Subang Jaya,Subang Jaya,Malaysia,WhatsApp,LinkedIn /company/malaysiaseafood40,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Seafood Trading #41,contact@malaysiaseafood41.com,https://www.malaysiaseafood41.com,Kuala Lumpur,Kuala Lumpur,Malaysia,WeChat,LinkedIn /company/malaysiaseafood41,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Global Marine #42,contact@malaysiaseafood42.com,https://www.malaysiaseafood42.com,Penang,Penang,Malaysia,WhatsApp,LinkedIn /company/malaysiaseafood42,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Asian Food Imports #43,contact@malaysiaseafood43.com,https://www.malaysiaseafood43.com,Johor Bahru,Johor Bahru,Malaysia,WeChat,LinkedIn /company/malaysiaseafood43,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia HORECA Procurement #44,contact@malaysiaseafood44.com,https://www.malaysiaseafood44.com,Ipoh,Ipoh,Malaysia,WhatsApp,LinkedIn /company/malaysiaseafood44,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Seafood Wholesale #45,contact@malaysiaseafood45.com,https://www.malaysiaseafood45.com,Subang Jaya,Subang Jaya,Malaysia,WeChat,LinkedIn /company/malaysiaseafood45,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Aquatic Products #46,contact@malaysiaseafood46.com,https://www.malaysiaseafood46.com,Kuala Lumpur,Kuala Lumpur,Malaysia,WhatsApp,LinkedIn /company/malaysiaseafood46,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Gourmet Foods #47,contact@malaysiaseafood47.com,https://www.malaysiaseafood47.com,Penang,Penang,Malaysia,WeChat,LinkedIn /company/malaysiaseafood47,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Fresh Seafoods #48,contact@malaysiaseafood48.com,https://www.malaysiaseafood48.com,Johor Bahru,Johor Bahru,Malaysia,WhatsApp,LinkedIn /company/malaysiaseafood48,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Seafood Trading #49,contact@malaysiaseafood49.com,https://www.malaysiaseafood49.com,Ipoh,Ipoh,Malaysia,WeChat,LinkedIn /company/malaysiaseafood49,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Global Marine #50,contact@malaysiaseafood50.com,https://www.malaysiaseafood50.com,Subang Jaya,Subang Jaya,Malaysia,WhatsApp,LinkedIn /company/malaysiaseafood50,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Asian Food Imports #51,contact@malaysiaseafood51.com,https://www.malaysiaseafood51.com,Kuala Lumpur,Kuala Lumpur,Malaysia,WeChat,LinkedIn /company/malaysiaseafood51,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia HORECA Procurement #52,contact@malaysiaseafood52.com,https://www.malaysiaseafood52.com,Penang,Penang,Malaysia,WhatsApp,LinkedIn /company/malaysiaseafood52,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Seafood Wholesale #53,contact@malaysiaseafood53.com,https://www.malaysiaseafood53.com,Johor Bahru,Johor Bahru,Malaysia,WeChat,LinkedIn /company/malaysiaseafood53,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Aquatic Products #54,contact@malaysiaseafood54.com,https://www.malaysiaseafood54.com,Ipoh,Ipoh,Malaysia,WhatsApp,LinkedIn /company/malaysiaseafood54,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Malaysia Gourmet Foods #55,contact@malaysiaseafood55.com,https://www.malaysiaseafood55.com,Subang Jaya,Subang Jaya,Malaysia,WeChat,LinkedIn /company/malaysiaseafood55,"명품 건전복 (CIF $138.00), 전복 통조림 (CIF $14.50)"
2026-07-24,2026-07-24,Thailand Seafood Trading #1,contact@thailandseafood1.com,https://www.thailandseafood1.com,Bangkok,Bangkok,Thailand,WeChat,LinkedIn /company/thailandseafood1,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)"
2026-07-24,2026-07-24,Thailand Global Marine #2,contact@thailandseafood2.com,https://www.thailandseafood2.com,Phuket,Phuket,Thailand,WhatsApp,LinkedIn /company/thailandseafood2,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)"
2026-07-24,2026-07-24,Thailand Asian Food Imports #3,contact@thailandseafood3.com,https://www.thailandseafood3.com,Chiang Mai,Chiang Mai,Thailand,WeChat,LinkedIn /company/thailandseafood3,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)"
2026-07-24,2026-07-24,Thailand HORECA Procurement #4,contact@thailandseafood4.com,https://www.thailandseafood4.com,Chonburi,Chonburi,Thailand,WhatsApp,LinkedIn /company/thailandseafood4,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)"
2026-07-24,2026-07-24,Thailand Seafood Wholesale #5,contact@thailandseafood5.com,https://www.thailandseafood5.com,Samut Sakhon,Samut Sakhon,Thailand,WeChat,LinkedIn /company/thailandseafood5,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)"
2026-07-24,2026-07-24,Thailand Aquatic Products #6,contact@thailandseafood6.com,https://www.thailandseafood6.com,Bangkok,Bangkok,Thailand,WhatsApp,LinkedIn /company/thailandseafood6,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)"
2026-07-24,2026-07-24,Thailand Gourmet Foods #7,contact@thailandseafood7.com,https://www.thailandseafood7.com,Phuket,Phuket,Thailand,WeChat,LinkedIn /company/thailandseafood7,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)"
2026-07-24,2026-07-24,Thailand Fresh Seafoods #8,contact@thailandseafood8.com,https://www.thailandseafood8.com,Chiang Mai,Chiang Mai,Thailand,WhatsApp,LinkedIn /company/thailandseafood8,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)"
2026-07-24,2026-07-24,Thailand Seafood Trading #9,contact@thailandseafood9.com,https://www.thailandseafood9.com,Chonburi,Chonburi,Thailand,WeChat,LinkedIn /company/thailandseafood9,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)"
2026-07-24,2026-07-24,Thailand Global Marine #10,contact@thailandseafood10.com,https://www.thailandseafood10.com,Samut Sakhon,Samut Sakhon,Thailand,WhatsApp,LinkedIn /company/thailandseafood10,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)"
2026-07-24,2026-07-24,Thailand Asian Food Imports #11,contact@thailandseafood11.com,https://www.thailandseafood11.com,Bangkok,Bangkok,Thailand,WeChat,LinkedIn /company/thailandseafood11,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)"
2026-07-24,2026-07-24,Thailand HORECA Procurement #12,contact@thailandseafood12.com,https://www.thailandseafood12.com,Phuket,Phuket,Thailand,WhatsApp,LinkedIn /company/thailandseafood12,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)"
2026-07-24,2026-07-24,Thailand Seafood Wholesale #13,contact@thailandseafood13.com,https://www.thailandseafood13.com,Chiang Mai,Chiang Mai,Thailand,WeChat,LinkedIn /company/thailandseafood13,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)"
2026-07-24,2026-07-24,Thailand Aquatic Products #14,contact@thailandseafood14.com,https://www.thailandseafood14.com,Chonburi,Chonburi,Thailand,WhatsApp,LinkedIn /company/thailandseafood14,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)"
2026-07-24,2026-07-24,Thailand Gourmet Foods #15,contact@thailandseafood15.com,https://www.thailandseafood15.com,Samut Sakhon,Samut Sakhon,Thailand,WeChat,LinkedIn /company/thailandseafood15,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)"
2026-07-24,2026-07-24,Thailand Fresh Seafoods #16,contact@thailandseafood16.com,https://www.thailandseafood16.com,Bangkok,Bangkok,Thailand,WhatsApp,LinkedIn /company/thailandseafood16,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)"
2026-07-24,2026-07-24,Thailand Seafood Trading #17,contact@thailandseafood17.com,https://www.thailandseafood17.com,Phuket,Phuket,Thailand,WeChat,LinkedIn /company/thailandseafood17,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)"
2026-07-24,2026-07-24,Thailand Global Marine #18,contact@thailandseafood18.com,https://www.thailandseafood18.com,Chiang Mai,Chiang Mai,Thailand,WhatsApp,LinkedIn /company/thailandseafood18,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)"
2026-07-24,2026-07-24,Thailand Asian Food Imports #19,contact@thailandseafood19.com,https://www.thailandseafood19.com,Chonburi,Chonburi,Thailand,WeChat,LinkedIn /company/thailandseafood19,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)"
2026-07-24,2026-07-24,Thailand HORECA Procurement #20,contact@thailandseafood20.com,https://www.thailandseafood20.com,Samut Sakhon,Samut Sakhon,Thailand,WhatsApp,LinkedIn /company/thailandseafood20,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)"
2026-07-24,2026-07-24,Thailand Seafood Wholesale #21,contact@thailandseafood21.com,https://www.thailandseafood21.com,Bangkok,Bangkok,Thailand,WeChat,LinkedIn /company/thailandseafood21,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)"
2026-07-24,2026-07-24,Thailand Aquatic Products #22,contact@thailandseafood22.com,https://www.thailandseafood22.com,Phuket,Phuket,Thailand,WhatsApp,LinkedIn /company/thailandseafood22,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)"
2026-07-24,2026-07-24,Thailand Gourmet Foods #23,contact@thailandseafood23.com,https://www.thailandseafood23.com,Chiang Mai,Chiang Mai,Thailand,WeChat,LinkedIn /company/thailandseafood23,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)"
2026-07-24,2026-07-24,Thailand Fresh Seafoods #24,contact@thailandseafood24.com,https://www.thailandseafood24.com,Chonburi,Chonburi,Thailand,WhatsApp,LinkedIn /company/thailandseafood24,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)"
2026-07-24,2026-07-24,Thailand Seafood Trading #25,contact@thailandseafood25.com,https://www.thailandseafood25.com,Samut Sakhon,Samut Sakhon,Thailand,WeChat,LinkedIn /company/thailandseafood25,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)"
2026-07-24,2026-07-24,Thailand Global Marine #26,contact@thailandseafood26.com,https://www.thailandseafood26.com,Bangkok,Bangkok,Thailand,WhatsApp,LinkedIn /company/thailandseafood26,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)"
2026-07-24,2026-07-24,Thailand Asian Food Imports #27,contact@thailandseafood27.com,https://www.thailandseafood27.com,Phuket,Phuket,Thailand,WeChat,LinkedIn /company/thailandseafood27,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)"
2026-07-24,2026-07-24,Thailand HORECA Procurement #28,contact@thailandseafood28.com,https://www.thailandseafood28.com,Chiang Mai,Chiang Mai,Thailand,WhatsApp,LinkedIn /company/thailandseafood28,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)"
2026-07-24,2026-07-24,Thailand Seafood Wholesale #29,contact@thailandseafood29.com,https://www.thailandseafood29.com,Chonburi,Chonburi,Thailand,WeChat,LinkedIn /company/thailandseafood29,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)"
2026-07-24,2026-07-24,Thailand Aquatic Products #30,contact@thailandseafood30.com,https://www.thailandseafood30.com,Samut Sakhon,Samut Sakhon,Thailand,WhatsApp,LinkedIn /company/thailandseafood30,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)"
2026-07-24,2026-07-24,Thailand Gourmet Foods #31,contact@thailandseafood31.com,https://www.thailandseafood31.com,Bangkok,Bangkok,Thailand,WeChat,LinkedIn /company/thailandseafood31,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)"
2026-07-24,2026-07-24,Thailand Fresh Seafoods #32,contact@thailandseafood32.com,https://www.thailandseafood32.com,Phuket,Phuket,Thailand,WhatsApp,LinkedIn /company/thailandseafood32,"횟감용 IQF 냉동전복 (CIF $29.50), 전복 통조림 (CIF $14.80)"
